Date,MMM,AOS,ABT,ABBV,ACN
2023-08-28,87.05685424804688,70.70999908447266,102.79000091552734,147.42999267578125,320.9100036621094
2023-08-29,88.26923370361328,71.86000061035156,103.87000274658203,147.58999633789062,323.45001220703125
2023-08-30,87.33277893066406,72.30000305175781,104.41000366210938,148.32000732421875,323.25
2023-08-31,89.18896484375,72.5,102.9000015258789,146.9600067138672,323.7699890136719
2023-09-01,89.42308044433594,73.56999969482422,102.8499984741211,148.1999969482422,327.739990234375
2023-09-05,89.33946228027344,71.94000244140625,100.87999725341797,146.10000610351562,326.1600036621094
2023-09-06,88.93812561035156,71.8499984741211,101.55999755859375,145.61000061035156,326.29998779296875
2023-09-07,88.58695983886719,71.72000122070312,100.66999816894531,148.91000366210938,328.20001220703125
2023-09-08,88.82942962646484,70.19000244140625,100.7300033569336,149.02000427246094,325.4700012207031
2023-09-11,90.20903015136719,70.51000213623047,102.44999694824219,149.0399932861328,325.8699951171875
2023-09-12,89.59866333007812,68.2699966430664,102.4000015258789,149.27000427246094,314.8900146484375
2023-09-13,84.4899673461914,67.12000274658203,102.69000244140625,151.16000366210938,313.9100036621094
2023-09-14,85.55184173583984,67.73999786376953,102.6500015258789,153.63999938964844,316.5899963378906
2023-09-15,84.49832916259766,66.7699966430664,101.73999786376953,152.1199951171875,312.5299987792969
2023-09-18,84.48160552978516,67.16000366210938,101.0,153.94000244140625,315.8800048828125
2023-09-19,83.80435180664062,67.01000213623047,100.66999816894531,153.49000549316406,317.3299865722656
2023-09-20,82.7675552368164,66.3499984741211,100.27999877929688,153.61000061035156,316.79998779296875
2023-09-21,81.51337432861328,65.16999816894531,98.93000030517578,153.42999267578125,312.0
2023-09-22,81.13712310791016,64.51000213623047,98.1500015258789,152.74000549316406,316.0899963378906
2023-09-25,79.25585174560547,64.47000122070312,97.47000122070312,154.64999389648438,316.989990234375
2023-09-26,78.49497985839844,65.47000122070312,96.2300033569336,153.91000366210938,310.6099853515625
2023-09-27,78.14381408691406,65.44999694824219,95.52999877929688,153.1300048828125,314.3800048828125
2023-09-28,77.9765853881836,66.4800033569336,98.12000274658203,152.25,300.7699890136719
2023-09-29,78.27759552001953,66.12999725341797,96.8499984741211,149.05999755859375,307.1099853515625
2023-10-02,75.43478393554688,66.05000305175781,95.7300033569336,148.25,308.260009765625
2023-10-03,74.23912811279297,65.37000274658203,95.79000091552734,147.42999267578125,306.2300109863281
2023-10-04,73.59532165527344,66.23999786376953,95.6500015258789,147.69000244140625,309.3900146484375
2023-10-05,73.43645477294922,66.06999969482422,96.19999694824219,147.4499969482422,309.6600036621094
2023-10-06,73.91304016113281,67.29000091552734,96.87999725341797,148.24000549316406,312.19000244140625
2023-10-09,74.4565200805664,68.62999725341797,96.76000213623047,149.11000061035156,312.010009765625
2023-10-10,75.78594970703125,69.26000213623047,97.55999755859375,148.88999938964844,312.32000732421875
2023-10-11,75.57691955566406,71.08999633789062,92.63999938964844,149.33999633789062,312.5400085449219
2023-10-12,74.43143463134766,69.93000030517578,90.19000244140625,148.3000030517578,304.3599853515625
2023-10-13,74.14715576171875,70.26000213623047,90.87000274658203,147.9600067138672,301.8299865722656
2023-10-16,75.20066833496094,71.9000015258789,92.18000030517578,147.22999572753906,305.3399963378906
2023-10-17,75.71070098876953,71.83000183105469,92.13999938964844,149.17999267578125,308.25
2023-10-18,73.91304016113281,68.47000122070312,95.55999755859375,149.27999877929688,303.7699890136719
2023-10-19,72.79264068603516,67.01000213623047,95.44000244140625,145.52000427246094,302.94000244140625
2023-10-20,72.36621856689453,66.66000366210938,96.77999877929688,146.22999572753906,297.0
2023-10-23,71.57190704345703,66.38999938964844,95.77999877929688,144.72999572753906,294.94000244140625
2023-10-24,75.3511734008789,66.63999938964844,94.80999755859375,146.30999755859375,296.0899963378906
2023-10-25,74.74080657958984,65.19000244140625,93.56999969482422,145.25999450683594,292.67999267578125
2023-10-26,74.1220703125,69.12000274658203,93.9800033569336,145.1999969482422,292.0400085449219
2023-10-27,73.17726135253906,67.80999755859375,92.8499984741211,138.92999267578125,290.0400085449219
2023-10-30,74.84949493408203,69.48999786376953,93.0,141.88999938964844,292.70001220703125
2023-10-31,76.04515075683594,69.76000213623047,94.55000305175781,141.17999267578125,297.0899963378906
2023-11-01,75.71906280517578,70.80999755859375,95.01000213623047,142.47000122070312,300.6400146484375
2023-11-02,77.1822738647461,71.3499984741211,95.95999908447266,143.25999450683594,308.1199951171875
2023-11-03,78.47826385498047,71.55999755859375,95.83999633789062,141.4199981689453,313.489990234375
2023-11-06,78.19397735595703,71.08999633789062,95.0,141.1999969482422,313.0899963378906
2023-11-07,77.88461303710938,70.6500015258789,94.80000305175781,142.16000366210938,315.19000244140625
2023-11-08,77.19063568115234,71.13999938964844,94.73999786376953,142.02999877929688,317.82000732421875
2023-11-09,76.6722412109375,71.37000274658203,93.55000305175781,138.0399932861328,314.2200012207031
2023-11-10,77.60033416748047,72.81999969482422,93.97000122070312,138.58999633789062,319.69000244140625
2023-11-13,77.5,73.37999725341797,95.79000091552734,138.63999938964844,315.6300048828125
2023-11-14,79.40635681152344,76.0199966430664,97.08000183105469,138.05999755859375,320.489990234375
2023-11-15,80.95317840576172,75.0,98.0,137.60000610351562,325.5
2023-11-16,80.02508544921875,75.63999938964844,100.26000213623047,138.27999877929688,327.32000732421875
2023-11-17,79.7157211303711,76.37999725341797,99.55000305175781,138.3000030517578,327.8299865722656
2023-11-20,79.41471862792969,76.11000061035156,101.19999694824219,138.30999755859375,330.8999938964844
